team,year,medal,sport,name
Germany,1992,Silver,Hockey,Irina Kuhnt (-Volkert)
Hungary,1992,Silver,Fencing,Krisztin Kulcsr
Japan,1992,Silver,Speed Skating,Toshiyuki Kuroiwa
Germany,1992,Gold,Hockey,Oliver Michael Kurtz
Canada,1992,Silver,Short Track Speed Skating,Mark Andrew Lackie
Great Britain,1992,Bronze,Athletics,Du'aine Ladejo (Thorne-)
United States,1992,Gold,Basketball,Christian Donald Laettner
Canada,1992,Gold,Short Track Speed Skating,Nathalie Brigitte Lambert
France,1992,Bronze,Fencing,Jean-Franois Lamour
France,1992,Bronze,Fencing,Jean-Franois Lamour
Germany,1992,Gold,Rowing,Thomas Lange
France,1992,Bronze,Handball,Denis Lathoud
Germany,1992,Silver,Hockey,Heike Ltzsch (-Wedekind)
Canada,1992,Bronze,Rowing,Silken Suzette Laumann (-Wallace)
United States,1992,Bronze,Equestrianism,Carol Elizabeth Cadwgan  Lavell
United States,1992,Bronze,Volleyball,Ruth Modupe Lawanson (-Kenan)
Canada,1992,Silver,Ice Hockey,Patrick-Mikael Lebeau
Canada,1992,Silver,Athletics,Guillaume LeBlanc
United States,1992,Silver,Sailing,Brian Richard Ledbetter
Canada,1992,Silver,Boxing,Mark Leduc
Canada,1992,Gold,Alpine Skiing,Kerrin Anne Lee-Gartner
Germany,1992,Silver,Cycling,Jens Lehmann
Germany,1992,Gold,Cycling,Jens Lehmann
United States,1992,Gold,Diving,Mark Edward Lenzi
Germany,1992,Bronze,Canoeing,Jochen Lettmann
United States,1992,Gold,Athletics,"Frederick Carlton ""Carl"" Lewis"
United States,1992,Gold,Athletics,"Frederick Carlton ""Carl"" Lewis"
Australia,1992,Bronze,Swimming,Hayley Jane Lewis (-Taylor)
Australia,1992,Silver,Swimming,Hayley Jane Lewis (-Taylor)
Australia,1992,Silver,Hockey,Paul Snowden Lewis
United States,1992,Silver,Athletics,"Steven Earl ""Steve"" Lewis"
United States,1992,Gold,Athletics,"Steven Earl ""Steve"" Lewis"
Sweden,1992,Silver,Handball,Bo Patrik Liljestrand
Canada,1992,Silver,Ice Hockey,"Christopher Lloyd ""Chris"" Lindberg"
Sweden,1992,Silver,Handball,Per Ola Markus Lindgren
United States,1992,Silver,Alpine Skiing,Hilary Kirsten Lindh
Canada,1992,Silver,Ice Hockey,Eric Bryan Lindros
Great Britain,1992,Bronze,Hockey,"Sandra Denise ""Sandie"" Lister"
Australia,1992,Bronze,Swimming,Nicole Dawn Livingstone-Stevenson (-Clayton)
France,1992,Gold,Sailing,Yves Loday
Sweden,1992,Bronze,Biathlon,Erik Mikael Lfgren
Sweden,1992,Bronze,Biathlon,Erik Mikael Lfgren
Italy,1992,Gold,Cycling,Giovanni Lombardi
France,1992,Silver,Cycling,Jeannie Longo-Ciprelli
United States,1992,Bronze,Swimming,Lea E. Loveless (-Maurer)
United States,1992,Gold,Swimming,Lea E. Loveless (-Maurer)
France,1992,Bronze,Judo,Nathalie Lupino
Canada,1992,Bronze,Sailing,David Ross MacDonald
Italy,1992,Silver,Wrestling,Vincenzo Maenza
United States,1992,Silver,Sailing,Kevin P. Mahaney
France,1992,Bronze,Handball,Pascal Jean Michel Robert Mah
Sweden,1992,Bronze,Cross Country Skiing,Sven Christer Majbck
United States,1992,Gold,Basketball,Karl Malone
Canada,1992,Silver,Ice Hockey,Kent Stephen Manderville
United States,1992,Silver,Rowing,"Patrick Francis ""Pat"" Manning, Jr."
Italy,1992,Silver,Fencing,Marco Marin
Canada,1992,Gold,Rowing,Robert Davies Marland
Great Britain,1992,Silver,Canoeing,Gareth John Marriott
United States,1992,Gold,Athletics,"Michael Lawrence ""Mike"" Marsh"
United States,1992,Gold,Athletics,"Michael Lawrence ""Mike"" Marsh"
Italy,1992,Silver,Alpine Skiing,Gianfranco Martin
United States,1992,Silver,Athletics,LaVonna Ann Martin (-Floral)
United States,1992,Bronze,Swimming,"Angelina L. ""Angel"" Martino (Myers-, -Sims)"
United States,1992,Gold,Swimming,"Angelina L. ""Angel"" Martino (Myers-, -Sims)"
France,1992,Bronze,Alpine Skiing,Florence Masnada (-Aubonnet)
Italy,1992,Bronze,Modern Pentathlon,Carlo Massullo
Japan,1992,Bronze,Gymnastics,Masayuki Matsunaga
Japan,1992,Bronze,Gymnastics,Masayuki Matsunaga
United States,1992,Bronze,Rowing,Stephanie H. Maxwell-Pierson
Germany,1992,Gold,Boxing,Torsten May
Germany,1992,Gold,Hockey,Christian Mayerhfer
Canada,1992,Gold,Rowing,Marnie Elizabeth McBean
Canada,1992,Gold,Rowing,Marnie Elizabeth McBean
United States,1992,Bronze,Basketball,Katrina Felicia McClain (-Johnson)
United States,1992,Bronze,Basketball,"Suzanne Theresa ""Suzie"" McConnell (-Serio)"
Australia,1992,Silver,Cycling,Stephen John McGlede
Australia,1992,Gold,Rowing,"Michael Scott ""Mike"" McKay"
Canada,1992,Gold,Athletics,Mark Anthony McKoy
United States,1992,Silver,Rowing,"Jeffrey Dean ""Jeff"" McLaughlin"
Australia,1992,Bronze,Tennis,Rachel Jane McQuillan
Great Britain,1992,Bronze,Hockey,Jackie Amanda McWilliams
France,1992,Bronze,Handball,Philippe Mdard
Germany,1992,Bronze,Rowing,Gabriele Mehl
France,1992,Bronze,Judo,Latitia Irne Meignan
United States,1992,Gold,Shooting,Launi Kay Meili (-Geddes)
Germany,1992,Gold,Hockey,Sven Meinhardt
France,1992,Silver,Alpine Skiing,Carole Hlne Merle (-Pellet)
Hungary,1992,Gold,Canoeing,Erika Mszros
Germany,1992,Gold,Hockey,Michael Metz
Germany,1992,Gold,Speed Skating,Uwe-Jens Mey
Germany,1992,Gold,Cycling,Christian Meyer
Germany,1992,Gold,Canoeing,Elisabeth Micheler-Jones
Germany,1992,Gold,Hockey,Klaus Michler
Japan,1992,Gold,Nordic Combined,Reiichi Mikata
United States,1992,Silver,Athletics,Jearl Atawa Miles-Clark
United States,1992,Silver,Gymnastics,"Shannon Lee Miller (-Phillips, -Falconetti)"
United States,1992,Bronze,Gymnastics,"Shannon Lee Miller (-Phillips, -Falconetti)"
United States,1992,Bronze,Gymnastics,"Shannon Lee Miller (-Phillips, -Falconetti)"
United States,1992,Bronze,Gymnastics,"Shannon Lee Miller (-Phillips, -Falconetti)"
United States,1992,Silver,Gymnastics,"Shannon Lee Miller (-Phillips, -Falconetti)"
Great Britain,1992,Bronze,Hockey,Tammy Kelly Miller
Germany,1992,Silver,Biathlon,Antje Misersky-Harvey
Germany,1992,Gold,Biathlon,Antje Misersky-Harvey
Germany,1992,Silver,Biathlon,Antje Misersky-Harvey
United States,1992,Bronze,Athletics,Dennis Allen Mitchell
United States,1992,Gold,Athletics,Dennis Allen Mitchell
Japan,1992,Bronze,Baseball,Takashi Miwa
Japan,1992,Bronze,Speed Skating,Yukinori Miyabe
Japan,1992,Silver,Judo,Noriko Mizoguchi
Hungary,1992,Bronze,Boxing,Gyrgy Mizsei
Hungary,1992,Silver,Modern Pentathlon,Attila Mizsr
United States,1992,Silver,Wrestling,"Kenneth Dale ""Kenny"" Monday"
Canada,1992,Gold,Rowing,Jessica Monroe (-Gonin)
Canada,1992,Gold,Rowing,Jessica Monroe (-Gonin)
France,1992,Bronze,Handball,Gal Fabrice Gabriel Monthurel
United States,1992,Gold,Swimming,"Pedro Pablo Morales, Jr."
United States,1992,Gold,Swimming,"Pedro Pablo Morales, Jr."
Great Britain,1992,Bronze,Hockey,Helen Jane Morgan
Japan,1992,Silver,Athletics,Koichi Morishita
United States,1992,Silver,Judo,Jason Newth Morris
Germany,1992,Gold,Rowing,Kerstin Mller
Germany,1992,Silver,Hockey,Susanne Mller (-Bellenbaum)
United States,1992,Gold,Basketball,"Christopher Paul ""Chris"" Mullin"
Germany,1992,Gold,Rowing,Kristina Mundt (-Richter)
France,1992,Bronze,Handball,Laurent Farci Munier
Germany,1992,Bronze,Equestrianism,Cord Hermann Mysegaes
Japan,1992,Bronze,Baseball,Hiroshi Nakamoto
United States,1992,Silver,Swimming,Nadia Anita Louise Nall (-Richesson)
United States,1992,Bronze,Swimming,Nadia Anita Louise Nall (-Richesson)
United States,1992,Gold,Swimming,Nadia Anita Louise Nall (-Richesson)
United States,1992,Silver,Swimming,Eric John Namesnik
France,1992,Bronze,Equestrianism,ric Paul Alain Navet
Hungary,1992,Silver,Fencing,Gyrgy Nbald
Germany,1992,Bronze,Athletics,Kathrin Neimke
Australia,1992,Silver,Cycling,Gary Malcolm Neiwand
Germany,1992,Bronze,Weightlifting,Manfred Nerlinger
Germany,1992,Silver,Cycling,Annett Neumann
Germany,1992,Bronze,Rowing,Daniela Neunast
Great Britain,1992,Bronze,Hockey,Mary Elizabeth Nevill
Great Britain,1992,Bronze,Hockey,Mandy Nichols-Nicholson (Langridge-)
Germany,1992,Silver,Speed Skating,Gunda Niemann-Stirnemann-Kleemann
Germany,1992,Gold,Speed Skating,Gunda Niemann-Stirnemann-Kleemann
Germany,1992,Gold,Speed Skating,Gunda Niemann-Stirnemann-Kleemann
France,1992,Gold,Biathlon,Corinne Mireille Dominique Niogret
Japan,1992,Bronze,Baseball,Masafumi Nishi
Japan,1992,Bronze,Gymnastics,Daisuke Nishikawa
Japan,1992,Bronze,Baseball,Kazutaka Nishiyama
United States,1992,Silver,Sailing,Keith Ireland Notary
Germany,1992,Gold,Canoeing,Anke Nothnagel-von Seck
Germany,1992,Silver,Canoeing,Anke Nothnagel-von Seck
France,1992,Gold,Judo,Ccile Nowak (-Grasso)
Australia,1992,Silver,Cycling,Shaun William O'Brien
United States,1992,Bronze,Volleyball,Elaina Joyce Oden
United States,1992,Bronze,Volleyball,"Kimberley Yvette ""Kim"" Oden"
Australia,1992,Silver,Cycling,Stuart Peter O'Grady
Japan,1992,Silver,Judo,Naoya Ogawa
Japan,1992,Gold,Nordic Combined,Kenji Ogiwara
Japan,1992,Bronze,Judo,Hirotaka Okada
United States,1992,Bronze,Gymnastics,"Elizabeth Anne ""Betty"" Okino"
Japan,1992,Bronze,Synchronized Swimming,Fumiko Okuno
Japan,1992,Bronze,Synchronized Swimming,Fumiko Okuno
United States,1992,Gold,Swimming,Jon C. Olsen
United States,1992,Bronze,Swimming,Jon C. Olsen
United States,1992,Gold,Swimming,Jon C. Olsen
Sweden,1992,Bronze,Canoeing,Anna Gunilla Olsson
Sweden,1992,Silver,Canoeing,Gunnar Alfred Olsson
Sweden,1992,Silver,Handball,Mats ke Olsson
Sweden,1992,Silver,Handball,Erik Staffan Olsson
France,1992,Gold,Fencing,Philippe Louis Ren Marcel Omns
Australia,1992,Bronze,Swimming,"Susan ""Susie"" O'Neill"
Hungary,1992,Silver,Gymnastics,Henrietta nodi
Hungary,1992,Gold,Gymnastics,Henrietta nodi
United States,1992,Bronze,Basketball,"Victoria Elaine ""Vickie"" Orr (-Wiley)"
Japan,1992,Bronze,Baseball,Koichi Oshima
Germany,1992,Bronze,Swimming,Simone Osygus (-Brune)
Germany,1992,Silver,Swimming,Simone Osygus (-Brune)
Germany,1992,Silver,Canoeing,Ulrich Papke
Germany,1992,Gold,Canoeing,Ulrich Papke
United States,1992,Bronze,Volleyball,"Robert Douglas ""Doug"" Partie"
Italy,1992,Bronze,Cross Country Skiing,Gabriella Paruzzi
Canada,1992,Gold,Rowing,"Terrence Michael ""Terry"" Paul"
Germany,1992,Bronze,Speed Skating,Claudia Pechstein
France,1992,Gold,Athletics,Marie-Jos Juliana Prec (Hontas-)
France,1992,Bronze,Handball,Frdric Perez
Australia,1992,Silver,Swimming,Kieren John Perkins
Australia,1992,Gold,Swimming,Kieren John Perkins
Italy,1992,Silver,Cycling,Andrea Peron
Canada,1992,Gold,Short Track Speed Skating,Annie Perreault
France,1992,Bronze,Handball,Thierry Perreux
Germany,1992,Gold,Cycling,Uwe Peschel
Germany,1992,Gold,Rowing,Birgit Peter (-Hndle)
Germany,1992,Silver,Rowing,Thoralf Peters
Germany,1992,Silver,Hockey,"Kristina ""Tina"" Peters (-Marquardt)"
Germany,1992,Bronze,Rowing,Cerstin Petersmann
United States,1992,Silver,Short Track Speed Skating,Amy Eileen Peterson (-Peck)
France,1992,Silver,Alpine Skiing,Franck Piccard
Italy,1992,Silver,Judo,Emanuela Pierantozzi
United States,1992,Bronze,Athletics,Jack Warren Pierce
Germany,1992,Bronze,Swimming,Mark Pinger
Great Britain,1992,Gold,Rowing,Matthew Clive Pinsent
United States,1992,Gold,Basketball,Scottie Maurice Pippen
Canada,1992,Silver,Ice Hockey,Adrien Plavsic
France,1992,Bronze,Swimming,Catherine Franoise Marella Plewinski (-Arie)
Italy,1992,Gold,Alpine Skiing,Josef Polig
Italy,1992,Gold,Water Polo,Amedeo Pomilio
Canada,1992,Bronze,Swimming,"Thomas Harold ""Tom"" Ponting"
Canada,1992,Gold,Rowing,Derek Porter-Nesbitt
France,1992,Bronze,Handball,Alain Portes
Germany,1992,Gold,Canoeing,Ramona Portwich
Germany,1992,Silver,Canoeing,Ramona Portwich
Italy,1992,Gold,Water Polo,"Francesco ""Franco"" Porzio"
Italy,1992,Gold,Water Polo,Giuseppe Porzio
United States,1992,Bronze,Equestrianism,Michael Brian Poulin
United States,1992,Silver,Athletics,"Michael Anthony ""Mike"" Powell"
Great Britain,1992,Bronze,Archery,Richard John Priestman
Germany,1992,Gold,Fencing,Uwe Gerhard Proske
Australia,1992,Bronze,Tennis,Nicole Anne Louise Provis-Bradtke
Italy,1992,Silver,Cross Country Skiing,Giuseppe Puli
Germany,1992,Bronze,Rowing,Dana Pyritz
Germany,1992,Bronze,Boxing,Jan Quast
Germany,1992,Bronze,Judo,Udo Gnther Quellmalz
France,1992,Bronze,Handball,ric Quintin
Germany,1992,Bronze,Rowing,Bahne Rabe
Great Britain,1992,Bronze,Hockey,Alison Gail Ramsay
Canada,1992,Gold,Rowing,Michael G. Rascher
Canada,1992,Silver,Ice Hockey,"Daniel Paul ""Dan"" Ratushny"
Germany,1992,Gold,Athletics,Heike Redetzky-Henkel (-Meier)
Great Britain,1992,Gold,Rowing,"Stephen Geoffrey ""Steven"" Redgrave"
United States,1992,Silver,Sailing,Morgan Irwin Reeser
Great Britain,1992,Bronze,Athletics,John Paul Lyndon Regis
Australia,1992,Silver,Hockey,Graham Leslie Reid
Great Britain,1992,Bronze,Boxing,Robin David Reid
Germany,1992,Silver,Rowing,Hendrik Reiher
Germany,1992,Gold,Canoeing,Thomas Reineck
Germany,1992,Gold,Hockey,Christopher Reitz
Great Britain,1992,Bronze,Judo,Sharon Susan Rendle
Germany,1992,Gold,Athletics,Silke Renk (-Lange)
Hungary,1992,Gold,Wrestling,Attila Repka
United States,1992,Gold,Sailing,Mark Jeffrey Reynolds
Germany,1992,Gold,Fencing,Wladimir Reznitschenko
Germany,1992,Gold,Cycling,Michael Rich
France,1992,Bronze,Handball,Jackson Mose Richardson
Great Britain,1992,Bronze,Athletics,Mark Ashton Richardson
Germany,1992,Bronze,Swimming,Dirk Richter
Germany,1992,Bronze,Rowing,Frank Jrg Richter
Germany,1992,Bronze,Shooting,"Johann ""Hans"" Riederer"
Australia,1992,Bronze,Swimming,"Samantha Linette ""Sam"" Riley"
France,1992,Bronze,Equestrianism,Michel Henri Nol Robert
Canada,1992,Gold,Rowing,Bruce D. Robertson
Australia,1992,Gold,Canoeing,Clint David Robinson
United States,1992,Gold,Basketball,David Maurice Robinson
United States,1992,Silver,Alpine Skiing,Diann Roffe-Steinrotter
Australia,1992,Bronze,Swimming,"Philip John ""Phil"" Rogers"
Australia,1992,Gold,Equestrianism,Gillian Rolton
Sweden,1992,Bronze,Canoeing,Anneli Susanne Christina Rosenqvist (-Nilsson)
Germany,1992,Silver,Table Tennis,Jrg Rokopf
Italy,1992,Bronze,Shooting,Bruno Mario Rossetti
Italy,1992,Bronze,Canoeing,Antonio Rossi
Germany,1992,Gold,Cycling,Petra Rossner
Germany,1992,Bronze,Speed Skating,Christa Rothenburger-Luding
United States,1992,Silver,Swimming,"Jeffrey Norman ""Jeff"" Rouse"
United States,1992,Gold,Swimming,"Jeffrey Norman ""Jeff"" Rouse"
Australia,1992,Bronze,Canoeing,Ian Mark Rowling
Hungary,1992,Silver,Swimming,Norbert Rzsa
Hungary,1992,Silver,Swimming,Norbert Rzsa
Germany,1992,Silver,Boxing,Marco Rudolph
Australia,1992,Gold,Equestrianism,"Matthew Morgan ""Matt"" Ryan"
Australia,1992,Gold,Equestrianism,"Matthew Morgan ""Matt"" Ryan"
Italy,1992,Bronze,Swimming,Luca Andrea Sacchi
Japan,1992,Bronze,Baseball,Hiroyuki Sakaguchi
Japan,1992,Bronze,Judo,Yoko Sakaue
Germany,1992,Gold,Hockey,Stefan Saliger
United States,1992,Bronze,Volleyball,"Robert Lewis ""Bob"" Samuelson"
United States,1992,Gold,Swimming,"Summer Elisabeth Sanders (-Henderson, -Schlopy)"
United States,1992,Silver,Swimming,"Summer Elisabeth Sanders (-Henderson, -Schlopy)"
United States,1992,Bronze,Swimming,"Summer Elisabeth Sanders (-Henderson, -Schlopy)"
United States,1992,Gold,Swimming,"Summer Elisabeth Sanders (-Henderson, -Schlopy)"
United States,1992,Bronze,Volleyball,"Tonya Denise ""Teee"" Sanders-Williams (-Slacanin)"
United States,1992,Bronze,Volleyball,Eric Anthony Teruo Sato
United States,1992,Bronze,Volleyball,Liane Lissa Sato
Japan,1992,Bronze,Baseball,Shinichi Sato
Japan,1992,Bronze,Baseball,Yasuhiro Sato
Germany,1992,Bronze,Rowing,Ute Schell-Wagner-Stange
Canada,1992,Silver,Ice Hockey,"Bradley Wilfred ""Brad"" Schlegel"
Germany,1992,Gold,Rowing,Sybille Schmidt
Germany,1992,Gold,Fencing,Arnd Rdiger Schmitt
Germany,1992,Gold,Fencing,Ulrich Rainer Schreck
Canada,1992,Silver,Ice Hockey,"Wallace E. ""Wally"" Schreiber"
Germany,1992,Silver,Athletics,Jrgen Schult
Germany,1992,Gold,Shooting,Ralf Schumann
Great Britain,1992,Gold,Rowing,"Gregory Mark Pascoe ""Greg"" Searle"
Great Britain,1992,Gold,Rowing,"Jonathan William C. ""Jonny"" Searle"
United States,1992,Bronze,Rowing,Anna Banana Seaton (-Huntington)
Germany,1992,Bronze,Alpine Skiing,Katja Seizinger (-Weber)
Germany,1992,Bronze,Rowing,Hans Sennewald
Germany,1992,Bronze,Rowing,Birte Siech
Italy,1992,Gold,Water Polo,Carlo Silipo
United States,1992,Silver,Athletics,"Charles ""Charlie"" Simpkins"
Great Britain,1992,Bronze,Hockey,"Janet Theresa ""Jane"" Sixsmith (-Beeton)"
Sweden,1992,Silver,Athletics,Jan Niklas Patrik Sjberg
Sweden,1992,Silver,Handball,Axel Erland Sjblad
Sweden,1992,Bronze,Shooting,Karl Ragnar Skanker (Eriksson-)
United States,1992,Gold,Wrestling,John William Smith
Great Britain,1992,Bronze,Sailing,"Lawrie Edward ""Lawrie"" Smith"
Great Britain,1992,Bronze,Athletics,Phylis J. Smith (-Watt)
Canada,1992,Silver,Ice Hockey,"Randolph William ""Randy"" Smith"
United States,1992,Bronze,Wrestling,Rodney Stacey Smith
United States,1992,Silver,Sailing,"Randolph L. ""Randy"" Smyth"
Italy,1992,Bronze,Rowing,Filippo Soffici
Germany,1992,Silver,Canoeing,Ingo Spelly
Germany,1992,Gold,Canoeing,Ingo Spelly
France,1992,Gold,Fencing,ric Claude Franois Srecki
Australia,1992,Silver,Hockey,Jay Jason Stacy
Germany,1992,Gold,Rowing,Michael Steinbach
Germany,1992,Gold,Biathlon,Jens Steinigen
Germany,1992,Gold,Cycling,Stefan Steinweg
Germany,1992,Bronze,Swimming,Manuela Stellmach (-Schubert)
Great Britain,1992,Silver,Judo,Raymond Stevens
United States,1992,Silver,Athletics,Rochelle Stevens
United States,1992,Bronze,Swimming,"Melvin ""Mel"" Stewart (-Monroe)"
United States,1992,Gold,Swimming,"Melvin ""Mel"" Stewart (-Monroe)"
United States,1992,Gold,Swimming,"Melvin ""Mel"" Stewart (-Monroe)"
Great Britain,1992,Bronze,Sailing,"Simon ""Ossie"" Stewart"
Germany,1992,Gold,Tennis,Michael Detlef Stich
United States,1992,Gold,Basketball,John Houston Stockton
France,1992,Bronze,Handball,Stphane Camille Andr Stoecklin
United States,1992,Bronze,Volleyball,"Jeffery Malcolm ""Jeff"" Stork"
Great Britain,1992,Bronze,Athletics,"Jennifer Elaine ""Jenny"" Stoute (-Regis)"
Germany,1992,Bronze,Rowing,Annegret Strauch (-Hmisch)
Germany,1992,Bronze,Rowing,Thorsten Streppelhoff
United States,1992,Bronze,Gymnastics,Kerri Allyson Strug (-Fischer)
United States,1992,Gold,Athletics,"Michael Duane ""Mike"" Stulce"
Japan,1992,Bronze,Baseball,Masanori Sugiura
Japan,1992,Bronze,Baseball,Kento Sugiyama
Sweden,1992,Silver,Canoeing,Karl-Axel Sundqvist
Sweden,1992,Silver,Handball,Tommy Roger Suoraniemi
Sweden,1992,Silver,Handball,Tomas Runar Svensson
Hungary,1992,Gold,Fencing,Bence Szab
Hungary,1992,Silver,Fencing,Bence Szab
Hungary,1992,Silver,Swimming,Tnde Szab
Germany,1992,Bronze,Swimming,Andreas Szigat
Japan,1992,Bronze,Baseball,Yasunori Takami
Japan,1992,Bronze,Synchronized Swimming,Aki Takayama
Japan,1992,Silver,Judo,Ryoko Tamura-Tani
Japan,1992,Silver,Judo,Yoko Tanabe
United States,1992,Gold,Swimming,Ashley Tara Tappin (-Doussan)
Japan,1992,Bronze,Judo,Chiyori Tateno (-Masuchi)
Canada,1992,Gold,Rowing,Brenda Susan Taylor
Canada,1992,Gold,Rowing,Brenda Susan Taylor
France,1992,Silver,Judo,Pascal Luc Tayot
Great Britain,1992,Bronze,Archery,Simon Duncan Terry
Great Britain,1992,Bronze,Archery,Simon Duncan Terry
Germany,1992,Gold,Hockey,Jan Peter Tewes
Germany,1992,Gold,Hockey,Stefan Tewes
Canada,1992,Gold,Swimming,"Marcus ""Mark"" Tewksbury"
Canada,1992,Bronze,Swimming,"Marcus ""Mark"" Tewksbury"
Germany,1992,Gold,Boxing,Andreas Tews
Germany,1992,Gold,Equestrianism,Monica Theodorescu
France,1992,Bronze,Handball,Jean-Luc Charles Thibaut
United States,1992,Gold,Swimming,Joel Ladd Thomas
Germany,1992,Silver,Hockey,Simone Heike Thomaschinski-Grer (-Zimmermann)
United States,1992,Silver,Swimming,"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)"
United States,1992,Gold,Swimming,"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)"
United States,1992,Gold,Swimming,"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)"
Great Britain,1992,Bronze,Hockey,"Joanne Sarah ""Jo"" Thompson"
Canada,1992,Gold,Rowing,Lesley Allison Thompson-Willie
Sweden,1992,Silver,Handball,Pierre Roger Valdemar Thorsson
Canada,1992,Silver,Wrestling,"Jeffrey James Milton ""Jeff"" Thue"
Italy,1992,Bronze,Modern Pentathlon,Gianluca Tiberti
United States,1992,Bronze,Volleyball,"Steven Dennis ""Steve"" Timmons"
Canada,1992,Silver,Ice Hockey,"David G. ""Dave"" Tippett"
